license,begin_time,end_time,load_hotspot,drop_hotspot,od_distance,traveled_from_charged,to_charge,cs_index,cs_name
0,2014-07-05 02:30:58.922119,2014-07-05 02:46:55.922119,199,187,3.0748762823572644,99.53704568944848,0,,
0,2014-07-05 03:24:33.922119,2014-07-05 03:33:28.922119,84,21,5.555930087535842,109.62297559322825,0,,
0,2014-07-05 03:47:00.922119,2014-07-05 03:52:45.922119,90,36,2.162444303322667,116.8622796393888,0,,
0,2014-07-05 05:31:01.922119,2014-07-05 05:47:55.922119,27,242,14.442660439342127,145.05449183960272,0,,
0,2014-07-05 06:42:42.922119,2014-07-05 06:47:44.922119,38,127,5.097597697546749,161.75708473625298,0,,
0,2014-07-05 07:30:00.922119,2014-07-05 07:44:10.922119,94,58,4.8850351439508115,182.33976110029232,1,2,N04
0,2014-07-05 10:11:53.922119,2014-07-05 10:24:20.922119,197,32,6.798174064712984,14.988002684460017,0,,
0,2014-07-05 13:48:18.922119,2014-07-05 13:53:44.779262,6,4,1.5485909251186585,62.67140305100418,0,,
0,2014-07-05 14:08:31.324717,2014-07-05 14:56:58.324717,5,105,27.27283955255845,90.56986920600008,0,,
0,2014-07-05 15:24:37.324717,2014-07-05 15:34:01.753288,25,32,2.4281157597461545,98.91520924963541,0,,
0,2014-07-05 15:48:39.919955,2014-07-05 15:55:04.419955,39,59,1.6856299098937326,101.23757307936626,0,,
0,2014-07-05 16:11:20.419955,2014-07-05 16:17:46.419955,50,70,4.044950696309104,116.83600725462627,1,0,A01
0,2014-07-05 18:04:28.419955,2014-07-05 18:18:14.419955,9,8,4.5430011696650565,11.599961700430288,0,,
0,2014-07-05 18:48:16.419955,2014-07-05 19:04:02.419955,1,26,5.792269776061293,24.32811147865064,0,,
0,2014-07-05 20:56:41.854738,2014-07-05 21:11:01.854738,73,9,7.668071410270264,31.996182888920906,0,,
0,2014-07-05 21:34:04.188071,2014-07-05 22:15:00.188071,18,63,19.92992837252929,54.162975181945896,0,,
0,2014-07-05 22:38:48.188071,2014-07-05 22:45:58.188071,51,52,3.2461401443982685,58.71172099454445,0,,
0,2014-07-05 23:26:11.688071,2014-07-05 23:36:46.688071,41,4,3.5853116633023743,65.81284045348016,0,,
0,2014-07-06 00:02:22.021404,2014-07-06 00:07:27.521404,29,14,1.7283597028653217,72.78853817070208,0,,
0,2014-07-06 00:16:49.817700,2014-07-06 00:27:21.817700,29,6,5.894926436148883,79.63338272627792,0,,
0,2014-07-06 00:36:54.151033,2014-07-06 01:00:23.151033,12,19,6.396894090976961,87.26539062239583,0,,
0,2014-07-06 01:21:47.817700,2014-07-06 01:31:24.817700,9,44,3.817808767170972,94.03467757765796,0,,
0,2014-07-06 01:44:18.817700,2014-07-06 01:49:13.595478,8,12,2.4480195073731963,99.18596842751981,0,,
0,2014-07-06 02:03:39.595478,2014-07-06 02:26:09.595478,11,232,16.825057299991354,120.91237687192202,0,,
0,2014-07-06 03:30:18.595478,2014-07-06 03:48:45.595478,202,20,13.412545825360837,141.59629679247504,0,,
0,2014-07-06 04:50:28.595478,2014-07-06 05:08:22.595478,142,171,5.676192023726455,164.93618015531467,0,,
0,2014-07-06 05:31:40.095478,2014-07-06 05:33:07.095478,38,30,2.0100740165478364,174.40440716584158,0,,
0,2014-07-06 05:48:31.095478,2014-07-06 05:51:06.595478,128,105,1.1872163969093912,179.67163308850655,0,,
0,2014-07-06 06:05:04.595478,2014-07-06 06:07:44.595478,38,30,2.0100740165478364,186.74643240618542,1,0,A01
0,2014-07-06 08:01:52.039922,2014-07-06 08:13:27.439922,38,74,3.5715569536123706,4.734994845322944,0,,
0,2014-07-06 09:27:00.439922,2014-07-06 09:39:15.439922,189,67,3.1310056896586853,22.52582602015637,0,,
0,2014-07-06 10:01:39.439922,2014-07-06 10:11:35.939922,122,30,1.6450707631239812,24.956776625371937,0,,
0,2014-07-06 11:37:59.116518,2014-07-06 11:50:40.116518,133,77,4.937482748968532,29.894259374340468,0,,
0,2014-07-06 12:07:52.116518,2014-07-06 12:33:13.116518,80,5,14.667004124658316,46.14307021854625,0,,
0,2014-07-06 12:46:14.973661,2014-07-06 12:59:01.973661,2,78,8.892370913341885,55.867185107288584,0,,
0,2014-07-06 13:19:50.973661,2014-07-06 13:32:52.973661,112,87,8.761562845778291,68.4835993727267,0,,
0,2014-07-06 13:51:06.306994,2014-07-06 13:57:25.306994,96,36,2.6078374368861903,71.80270363179464,0,,
0,2014-07-06 14:05:00.306994,2014-07-06 14:15:10.306994,49,1,5.743590496521032,79.61005979326525,0,,
0,2014-07-06 14:54:06.306994,2014-07-06 15:23:44.306994,95,2,8.1007503112266,97.58335581391859,0,,
0,2014-07-06 15:39:59.806994,2014-07-06 16:17:51.806994,3,29,43.54566259654492,142.32728577941535,0,,
0,2014-07-06 17:11:45.716085,2014-07-06 18:14:04.716085,44,5,41.84679056343123,186.94352273603022,1,7,C01
0,2014-07-06 19:57:50.716085,2014-07-06 20:05:37.216085,58,5,1.983343898475828,4.662923119525577,0,,
0,2014-07-06 20:15:02.416085,2014-07-06 20:21:35.916085,47,14,3.4534872964496555,9.533397997074454,0,,
0,2014-07-06 20:43:36.916085,2014-07-06 21:03:45.316085,0,8,8.530423347364165,21.731976686127666,0,,
0,2014-07-06 21:21:11.854547,2014-07-06 21:28:59.054547,8,3,2.313946598220214,24.958718434862796,0,,
0,2014-07-06 21:47:59.054547,2014-07-06 22:07:01.054547,8,4,6.624889464017081,33.444796085559986,0,,
0,2014-07-06 22:38:33.054547,2014-07-06 22:47:10.254547,7,23,1.836549944915138,37.62980850443918,0,,
0,2014-07-06 23:09:02.504547,2014-07-06 23:21:16.504547,5,20,9.601247946010703,50.48669283643072,0,,
0,2014-07-06 23:34:33.820336,2014-07-06 23:42:01.570336,20,9,3.8487806470019583,55.7832600842044,0,,
0,2014-07-07 00:10:56.570336,2014-07-07 00:38:39.570336,25,36,20.980110557743725,97.65346329900152,0,,
0,2014-07-07 00:49:25.570336,2014-07-07 01:01:28.570336,31,121,12.570313083361228,110.7446297187077,0,,
0,2014-07-07 01:51:56.570336,2014-07-07 01:59:54.320336,51,132,1.8554809208099532,127.2442943544318,0,,
0,2014-07-07 02:19:02.320336,2014-07-07 02:40:22.320336,216,85,7.794958059163559,141.1656030719128,0,,
0,2014-07-07 02:57:00.320336,2014-07-07 03:10:02.320336,104,51,8.69893181778189,151.66865165045544,0,,
0,2014-07-07 03:19:34.320336,2014-07-07 03:23:11.320336,1,9,1.7102200968603842,157.40381617451203,0,,
0,2014-07-07 03:35:13.420336,2014-07-07 03:51:57.420336,11,43,4.1375461429087315,162.60316041702728,0,,
0,2014-07-07 07:54:15.420336,2014-07-07 08:17:23.420336,118,39,3.8613675832611634,187.37095863389123,1,0,A01
0,2014-07-07 09:53:29.420336,2014-07-07 10:07:46.420336,31,63,8.766234620232796,11.194602519031797,0,,
0,2014-07-07 10:27:40.420336,2014-07-07 10:34:26.420336,22,91,1.6829524399084868,15.574779764255688,0,,
0,2014-07-07 11:28:00.420336,2014-07-07 11:35:40.420336,16,11,1.537413009950434,30.216645184846985,0,,
0,2014-07-07 12:28:35.420336,2014-07-07 12:58:26.420336,118,175,11.218970371526272,62.13429394795067,0,,
0,2014-07-07 13:47:05.420336,2014-07-07 13:53:42.420336,156,85,2.616331608769485,69.61802959945442,0,,
0,2014-07-07 15:12:27.420336,2014-07-07 15:27:56.420336,26,27,7.3787287906560275,102.12669370900643,0,,
1,2014-07-01 00:00:00.000000,2014-07-01 00:04:39.000000,64,108,6.9092144104678495,6.9092144104678495,0,,
1,2014-07-01 00:47:24.000000,2014-07-01 00:49:58.000000,35,35,1.2464887002095648,24.29261946425858,0,,
1,2014-07-01 01:25:42.000000,2014-07-01 01:32:33.000000,20,83,5.177971325336928,40.778413299389115,1,0,A01
1,2014-07-01 03:33:36.000000,2014-07-01 03:37:52.000000,206,135,1.837667334071136,22.244942064276813,0,,
1,2014-07-01 04:10:31.000000,2014-07-01 04:16:33.000000,68,116,3.32071161729279,34.01795779585907,0,,
1,2014-07-01 05:47:34.744759,2014-07-01 05:50:40.744759,126,108,2.0213424384382246,36.03930023429729,0,,
1,2014-07-01 06:40:54.744759,2014-07-01 06:44:51.744759,75,42,1.3050303614503882,61.941368655521316,0,,
1,2014-07-01 08:23:55.744759,2014-07-01 08:46:56.744759,204,171,20.129237900216893,126.48842424013979,0,,
1,2014-07-01 10:05:24.827206,2014-07-01 10:41:20.827206,45,180,21.397078787583762,147.88550302772356,0,,
1,2014-07-01 13:02:38.827206,2014-07-01 13:10:47.827206,148,147,4.312824307795313,168.30224689002313,0,,
1,2014-07-01 13:39:34.827206,2014-07-01 13:59:36.827206,152,30,7.868045521532494,180.5983267735976,1,17,F07
1,2014-07-01 15:49:32.827206,2014-07-01 16:00:07.827206,38,65,4.915506091356422,6.078943983066995,0,,
1,2014-07-01 16:30:14.827206,2014-07-01 16:38:34.827206,94,111,5.022875207745087,15.340292258436698,0,,
1,2014-07-01 17:15:14.827206,2014-07-01 17:33:41.827206,45,102,6.616530396018299,30.383885022070537,0,,
1,2014-07-01 18:48:41.827206,2014-07-01 19:01:59.827206,40,43,4.706801429092676,50.8952086139455,0,,
1,2014-07-01 20:12:57.827206,2014-07-01 20:24:44.827206,1,16,5.1116968403284,61.46875917609811,0,,
1,2014-07-01 20:40:14.627206,2014-07-01 20:48:50.027206,4,7,1.3610561239619443,64.5339512721495,0,,
1,2014-07-01 21:09:56.527206,2014-07-01 21:58:07.527206,12,79,14.173273072899313,79.41170064560723,0,,
1,2014-07-01 22:20:12.777206,2014-07-01 22:36:18.777206,101,54,7.195418379428634,88.25294916831103,0,,
1,2014-07-01 22:45:55.277206,2014-07-01 22:58:40.277206,24,53,3.779573087313977,93.0490636955108,0,,
1,2014-07-01 23:58:13.777206,2014-07-02 00:02:36.777206,12,17,1.9772801150896664,116.70438950136537,0,,
1,2014-07-02 00:26:01.977206,2014-07-02 00:32:23.977206,4,25,6.240937417183533,128.09664795310954,0,,
1,2014-07-02 00:57:04.866095,2014-07-02 01:17:23.866095,1,92,11.176122712436902,145.17662096133762,0,,
1,2014-07-02 01:35:37.866095,2014-07-02 01:45:46.866095,67,26,3.958204166777028,155.7725707218825,0,,
1,2014-07-02 02:36:21.366095,2014-07-02 02:42:55.532762,2,2,5.131959283208799,181.36795464622284,1,7,C01
1,2014-07-02 04:24:53.532762,2014-07-02 04:39:09.532762,6,68,10.26035461264368,14.022056994777465,0,,
1,2014-07-02 04:52:36.532762,2014-07-02 05:04:23.032762,102,55,3.5542579894575947,19.709233691261602,0,,
1,2014-07-02 05:31:19.032762,2014-07-02 05:34:24.032762,97,72,1.807160468236962,32.457182747655615,0,,
1,2014-07-02 05:54:23.032762,2014-07-02 06:35:56.032762,143,29,56.93967750822353,91.54389325971292,0,,
1,2014-07-02 08:52:11.032762,2014-07-02 09:06:46.032762,144,75,2.5621772350021765,131.4180406939595,0,,
1,2014-07-02 09:17:07.532762,2014-07-02 09:37:49.532762,121,20,12.934506697006665,146.7267627720673,0,,
1,2014-07-02 09:51:23.282762,2014-07-02 10:11:32.282762,20,126,9.492664349514552,157.66721372235355,0,,
1,2014-07-02 10:37:15.282762,2014-07-02 10:57:49.282762,139,16,16.92063370782467,175.91752133647356,0,,
1,2014-07-02 11:11:35.282762,2014-07-02 15:54:41.282762,61,33,6.113142421647702,188.7903728203491,1,0,A01
1,2014-07-02 19:12:42.282762,2014-07-02 19:35:15.282762,9,77,6.056505952820416,10.274107193543877,0,,
1,2014-07-02 21:00:15.282762,2014-07-02 21:26:18.282762,144,15,15.084533080660664,65.68291703842426,0,,
1,2014-07-02 22:46:04.614879,2014-07-02 22:54:21.014879,0,5,1.6749721661648898,67.35788920458916,0,,
1,2014-07-02 23:07:07.989879,2014-07-02 23:29:57.989879,2,128,12.481682997539716,80.67131617752932,0,,
1,2014-07-02 23:50:28.489879,2014-07-02 23:54:56.489879,168,141,1.9895328403971384,85.88852836310136,0,,
1,2014-07-03 00:31:21.489879,2014-07-03 00:53:33.489879,7,207,16.610103497653473,119.06305390585779,0,,
1,2014-07-03 04:37:16.108674,2014-07-03 04:49:54.108674,2,52,5.155912733790366,124.21896663964816,0,,
1,2014-07-03 05:00:08.108674,2014-07-03 05:14:50.108674,57,131,7.749159330624304,132.70947180578491,0,,
1,2014-07-03 05:45:03.108674,2014-07-03 05:49:30.108674,54,38,2.3944198989932475,141.33657088191308,0,,
1,2014-07-03 05:55:56.108674,2014-07-03 06:15:35.108674,57,37,9.130321135879136,153.8576394485064,0,,
1,2014-07-03 06:31:52.108674,2014-07-03 06:37:12.108674,12,37,2.3612690466974233,158.99551416721704,0,,
1,2014-07-03 07:04:06.108674,2014-07-03 07:12:23.108674,26,149,6.035602236768205,178.77851686206097,0,,
1,2014-07-03 07:25:32.608674,2014-07-03 08:16:40.608674,22,9,13.779967117299323,193.73082408304904,1,19,D09
1,2014-07-03 10:04:06.942007,2014-07-03 10:25:11.942007,1,13,8.280812893164054,11.626198260347579,0,,
1,2014-07-03 11:14:35.942007,2014-07-03 11:17:18.942007,46,12,2.5331006988586835,24.47719010171611,0,,
1,2014-07-03 11:32:53.317007,2014-07-03 11:37:40.150340,10,10,1.7085569808325587,27.368844990277605,0,,
1,2014-07-03 11:49:06.372562,2014-07-03 11:51:38.372562,15,20,4.392150993033171,33.01327656469978,0,,
1,2014-07-03 12:30:58.372562,2014-07-03 12:44:18.372562,4,15,7.552819198331537,52.082495885591,0,,
1,2014-07-03 12:58:16.672562,2014-07-03 13:08:15.672562,9,44,3.817808767170972,57.167926148431,0,,
1,2014-07-03 13:47:28.672562,2014-07-03 13:57:48.672562,4,2,5.002236109123994,72.01498347877256,0,,
1,2014-07-03 14:22:14.441793,2014-07-03 14:33:09.441793,0,6,5.4893163910506395,80.50617355975473,0,,
1,2014-07-03 14:48:39.584650,2014-07-03 15:00:15.459650,4,17,2.6077797824448368,84.10672360326133,0,,
1,2014-07-03 15:37:28.459650,2014-07-03 15:46:54.792983,9,44,3.817808767170972,111.80221332995042,0,,
1,2014-07-03 16:04:46.126316,2014-07-03 16:19:19.126316,19,33,7.539985179082151,122.891238386995,0,,
1,2014-07-03 16:34:09.126316,2014-07-03 16:39:14.126316,205,30,6.329687716483798,133.88548232887982,0,,
1,2014-07-03 16:53:14.792983,2014-07-03 17:02:20.292983,39,30,1.682091759145821,137.3233296968841,0,,
1,2014-07-03 18:24:26.292983,2014-07-03 18:38:49.292983,123,47,2.4483387724673817,164.11995892729917,0,,
1,2014-07-03 18:52:57.042983,2014-07-03 19:21:07.042983,64,38,14.328010569728715,179.29272519893658,0,,
1,2014-07-03 19:49:16.042983,2014-07-03 20:07:28.042983,54,66,5.526844102868581,187.46856639695088,1,7,C01
1,2014-07-03 21:58:02.042983,2014-07-03 22:10:29.042983,88,63,2.793769921848027,3.5063067743626277,0,,
1,2014-07-03 22:29:52.042983,2014-07-03 22:46:31.042983,169,118,6.6324239677874175,11.694139990500178,0,,
1,2014-07-03 23:07:42.042983,2014-07-03 23:14:58.042983,119,72,2.34797539066412,17.21106697837242,0,,
1,2014-07-03 23:36:54.042983,2014-07-03 23:43:26.042983,112,52,4.808608345341606,24.166708327547795,0,,
1,2014-07-04 00:10:11.042983,2014-07-04 00:21:57.542983,101,54,7.195418379428634,40.10534136183003,0,,
1,2014-07-04 00:36:43.098539,2014-07-04 01:07:29.098539,53,228,24.274142437899947,65.5381025850883,0,,
1,2014-07-04 02:11:54.098539,2014-07-04 02:18:08.098539,119,72,2.34797539066412,89.93200866734753,0,,
